,순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량,시작시간
971,4241,P5,2020-06-10,주간,200204-19180-718,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/9 P5주
COGBAR",ALLOY,1,13480,1,69.73,2020-06-09 20:00
972,4243,P5,2020-06-10,주간,200204-19180-720,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/9 P5주
COGBAR",ALLOY,1,13480,1,69.73,2020-06-09 20:00
973,4293,P5,2020-06-11,주간,200204-19180-726,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
974,4294,P5,2020-06-11,주간,200204-19180-727,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
975,4295,P5,2020-06-11,주간,200204-19180-728,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
976,4296,P5,2020-06-11,주간,200204-19180-729,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
977,4292,P5,2020-06-11,주간,200204-19180-725,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
978,4291,P5,2020-06-11,주간,200204-19180-724,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","6/10 P5주
COGBAR",ALLOY,1,13480,1,60.16,2020-06-10 20:33
979,4347,P5,2020-06-12,주간,200212-14730-003,001,"02,03",가열로3호기,"4000.00SQX1350.00SQX250.00T
",TW-P1,S/N:001 시방서참고 금형강,"6/11 P5야
1차작업분",CARBON,1,18100,1,114.16,2020-06-11 19:39
980,4346,P5,2020-06-12,주간,190212-14730-085,001,"02,03",가열로3호기,"4000.00SQX1350.00SQX250.00T
",TW-P1,S/N:001 시방서참고 금형강,"6/11 P5야
1차작업분",CARBON,1,18100,1,114.16,2020-06-11 19:39
981,4414,P5,2020-06-15,야간,200605-19949-007,"001,002","01,03",가열로3호기,"1924.05 X 1536.70 X 762.00
",TW F11,"35/60/50 S/N:001-002
1339*500*880","Φ1000 R/B
히트확인",ALLOY,2,8880,2,121.71,2020-06-13 06:45
982,4411,P5,2020-06-15,야간,200611-19226-002,"001,002","01,03",가열로3호기,"4550.00 X 3750.00 X 175.00
",TWS355,"30/30/25 S/N:001-002
1761*500*505  단조비 확보할것.","400T
SLAB",CARBON,2,9410,2,128.98,2020-06-13 06:45
983,4410,P5,2020-06-15,야간,200521-19929-004,"001,002","01,03",가열로3호기,"1630.00 X 1067.60 X 864.30
",TW 350LF2,"35/35/40 S/N:001-002
1361*500*970","400T
히트확인",CARBON,2,10150,2,139.12,2020-06-13 06:45
984,4466,P5,2020-06-16,야간,200521-19929-018,003,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:003-004  단PIPE 동시작업
시방서참고","6/16 P5주
1차작업분",CARBON,2,11920,1,138.35,2020-06-16 07:25
985,4465,P5,2020-06-16,야간,200521-19929-018,001,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:001-002  단PIPE 동시작업
시방서참고","6/16 P5주
1차작업분",CARBON,2,11920,1,138.35,2020-06-16 07:25
986,4462,P5,2020-06-16,야간,200603-15008-004,001,"01,03",가열로3호기,"780.00 X 660.00 X 2200.00
",TW 266MGr2,"60/60/200 S/N:001
840 X 600 X 2400  ￠600T/B사용","6/16 P5주
1차작업분",CARBON,1,5800,1,67.32,2020-06-16 07:25
987,4461,P5,2020-06-16,야간,200603-15008-003,001,"01,03",가열로3호기,"780.00 X 660.00 X 2250.00
",TW 266MGr2,"60/60/200 S/N:001
840 X 600 X 2450  ￠600T/B사용","6/16 P5주
1차작업분",CARBON,1,5900,1,68.48,2020-06-16 07:25
988,4502,P5,2020-06-17,야간,200617-052,001,"03,05",가열로3호기,"COGGING
",TW 4130 M5,"1000 X L 업셋팅(1200T)
STOCK보관 (열처리후 보관), 압탕절단X","INGOT
열괴",,1,20850,1,53.32,2020-06-17 01:44
989,4501,P5,2020-06-17,야간,200617-051,001,"03,05",가열로3호기,"COGGING
",TW 4130 M5,"1000 X L 업셋팅(1200T)
STOCK보관 (열처리후 보관), 압탕절단X","INGOT
열괴",,1,20850,1,53.32,2020-06-17 01:44
990,4500,P5,2020-06-17,야간,200529-30409-058,001,"03,05",가열로3호기,"673.10 X 0.00 X 4800.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,20850,1,53.32,2020-06-17 01:44
991,4499,P5,2020-06-17,야간,200529-30409-057,001,"03,05",가열로3호기,"673.10 X 0.00 X 4800.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,22350,1,57.16,2020-06-17 01:44
992,4559,P5,2020-06-18,야간,200511-19506-003,001,"03,05",가열로3호기,"899.85SQ X 674.57SQ X 357.12T
",TW F22 M1,"S/N:001,002 시방서참고 사각제품 동시작업","INGOT
열괴",ALLOY,1,19350,1,44.45,2020-06-18 01:50
993,4557,P5,2020-06-18,야간,200519-99922-002,"001,002","03,05",가열로3호기,"COGGING
",TW 42CrMo4,"1000 X L 업셋팅(1200T)
P15소재 (200519-99922-002)","INGOT
열괴",ALLOY,2,19100,2,43.88,2020-06-18 01:50
994,4560,P5,2020-06-18,야간,200618-051,"001,002","03,05",가열로3호기,"COGGING
",TW F22 M1,"1000 X L 업셋팅(1200T)
STOCK보관  압탕절단 후 열처리할것.","INGOT
열괴",,2,19350,2,44.45,2020-06-18 01:50
995,4561,P5,2020-06-18,야간,200618-052,001,"03,05",가열로3호기,"COGGING
",TW F22 M1,"850 X L 업셋팅(1200T)
STOCK보관  압탕절단 후 열처리할것.","INGOT
열괴",,1,10100,1,23.2,2020-06-18 01:50
996,4558,P5,2020-06-18,야간,200511-19506-001,001,"03,05",가열로3호기,"929.06SQ X 889.76SQ X 706.37T
",TW F22 M1,S/N:001 시방서참고 사각제품 동시작업,"INGOT
열괴",ALLOY,1,19350,1,44.45,2020-06-18 01:50
997,4597,P5,2020-06-19,야간,200610-19197-037,"001,002","03,05",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1550*450*245","300T
히트확인",CARBON,2,3520,2,138.37,2020-06-19 02:34
998,4598,P5,2020-06-19,야간,200610-19197-145,"001,002","03,05",가열로3호기,"1883.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1554*450*245","300T
히트확인",CARBON,2,3550,2,139.55,2020-06-19 02:34
999,4599,P5,2020-06-19,야간,200610-19197-146,"001,002","03,05",가열로3호기,"1883.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1554*450*245","300T
히트확인",CARBON,2,3550,2,139.55,2020-06-19 02:34
1000,4600,P5,2020-06-19,야간,200615-19133-002,001,"03,05",가열로3호기,"1644.00 X 828.00 X 198.00
",TW 266MGr2,"107/25/25 S/N:1-2 편심H/R 동시작업
1509*450*265","300T
SLAB",CARBON,2,3600,1,141.52,2020-06-19 02:34
1001,4601,P5,2020-06-19,야간,200615-19133-004,001,"03,05",가열로3호기,"1644.00 X 822.00 X 198.00
",TW 266MGr2,"107/25/25 S/N:1-2 편심H/R 동시작업
1513*450*265","300T
SLAB",CARBON,2,3610,1,141.91,2020-06-19 02:34
1002,4602,P5,2020-06-19,야간,200615-19133-006,001,"03,05",가열로3호기,"1644.00 X 822.00 X 193.00
",TW 266MGr2,"107/25/25 S/N:1-2 편심H/R 동시작업
1509*450*260","300T
SLAB",CARBON,2,3530,1,138.77,2020-06-19 02:34
1003,4603,P5,2020-06-19,야간,200615-19133-008,001,"03,05",가열로3호기,"1644.00 X 822.00 X 187.00
",TW 266MGr2,"107/25/25 S/N:1-2 편심H/R 동시작업
1504*450*255","300T
SLAB",CARBON,2,3440,1,135.23,2020-06-19 02:34
1004,4660,P5,2020-06-22,야간,200610-19197-148,"001,002","01,03",가열로3호기,"1883.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1554*450*245","300T
히트확인",CARBON,2,3550,2,40.43,2020-06-20 06:33
1005,4654,P5,2020-06-22,야간,200612-15008-009,001,"01,03",가열로3호기,"2032.00 X 0.00 X 120.70
",TWS355,"50/35 S/N:001
2082 X 155.7","300T
히트확인",CARBON,1,4340,1,49.43,2020-06-20 06:33
1006,4653,P5,2020-06-22,야간,200612-15008-004,001,"01,03",가열로3호기,"3000.00 X 2150.00 X 105.00
",TW 266MGr2,"20/20/25 S/N:001
1503*450*295","300T
히트확인",CARBON,1,3960,1,45.1,2020-06-20 06:33
1007,4652,P5,2020-06-22,야간,200612-15008-001,001,"01,03",가열로3호기,"3000.00 X 2150.00 X 105.00
",TW 266MGr2,"20/20/25 S/N:001
1503*450*295","300T
히트확인",CARBON,1,3960,1,45.1,2020-06-20 06:33
1008,4651,P5,2020-06-22,야간,200521-19929-018,007,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:007-008  단PIPE 동시작업
시방서참고","6/22 P5주
1차작업분",CARBON,2,11920,1,135.76,2020-06-20 06:33
1009,4650,P5,2020-06-22,야간,200521-19929-018,005,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:005-006  단PIPE 동시작업
시방서참고","6/22 P5주
1차작업분",CARBON,2,11920,1,135.76,2020-06-20 06:33
1010,4719,P5,2020-06-23,야간,200610-19197-148,"001,002","01,03",가열로3호기,"1883.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002   300T SLAB사용.
1554*450*245","6/22 P5야
미작업분",CARBON,2,3550,2,95.83,2020-06-22 11:20
1011,4718,P5,2020-06-23,야간,200612-15008-009,001,"01,03",가열로3호기,"2032.00 X 0.00 X 120.70
",TWS355,"50/35 S/N:001   300T SLAB사용.
2082 X 155.7  1차,2차작업","6/22 P5야
미작업분",CARBON,1,4340,1,117.16,2020-06-22 11:20
1012,4717,P5,2020-06-23,야간,200612-15008-004,001,"01,03",가열로3호기,"3000.00 X 2150.00 X 105.00
",TW 266MGr2,"20/20/25 S/N:001   300T SLAB사용.
1503*450*295","6/22 P5야
미작업분",CARBON,1,3960,1,106.9,2020-06-22 11:20
1013,4715,P5,2020-06-23,야간,200521-19929-018,007,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:007-008  단PIPE 동시작업
시방서참고   1차,2차작업","6/22 P5야
미작업분",CARBON,2,11920,1,321.77,2020-06-22 11:20
1014,4716,P5,2020-06-23,야간,200612-15008-001,001,"01,03",가열로3호기,"3000.00 X 2150.00 X 105.00
",TW 266MGr2,"20/20/25 S/N:001   300T SLAB사용.
1503*450*295","6/22 P5야
미작업분",CARBON,1,3960,1,106.9,2020-06-22 11:20
1015,4714,P5,2020-06-23,야간,200521-19929-018,005,"01,03",가열로3호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:005-006  단PIPE 동시작업
시방서참고  1차,2차작업","6/22 P5야
미작업분",CARBON,2,11920,1,321.77,2020-06-22 11:20
1016,4759,P5,2020-06-24,야간,200620-19711-007,001,"01,03",가열로3호기,"939.80 X 768.35 X 1238.25
",TW F22,"60/60/80 S/N:001
841*450*1360  PIPE작업=황지","6/23 P5야
1차작업분",ALLOY,1,4480,1,44.23,2020-06-24 06:40
1017,4760,P5,2020-06-24,야간,200620-19711-008,001,"01,03",가열로3호기,"939.80 X 768.35 X 1238.25
",TW F22,"60/60/80 S/N:001
841*450*1360  PIPE작업=황지","6/23 P5야
1차작업분",ALLOY,1,4480,1,44.23,2020-06-24 06:40
1018,4761,P5,2020-06-24,야간,200620-19711-009,001,"01,03",가열로3호기,"939.80 X 768.35 X 1231.90
",TW F22,"60/60/80 S/N:001
840*450*1355  PIPE작업=황지","6/23 P5야
1차작업분",ALLOY,1,4460,1,44.03,2020-06-24 06:40
1019,4765,P5,2020-06-24,야간,가열로다이,"001,002","01,03",가열로3호기,"SQ(450 X 450 X 6000)
",C-STEEL,P5사용 (1호기),"R/B 테일부
및 압탕",,2,10000,2,98.73,2020-06-24 06:40
1020,4764,P5,2020-06-24,야간,200314-19581-002,"001,002","01,03",가열로3호기,"917.00 X 665.00 X 3420.00
",TW S360,"S/N:001-002 시방서참고 R/TRUNK
600T/BAR","Φ1000 R/B
히트확인",CARBON,2,14550,2,143.65,2020-06-24 06:40
1021,4794,P5,2020-06-25,야간,200314-19581-002,"001,002","03,04",가열로3호기,"917.00 X 665.00 X 3420.00
",TW S360,"S/N:001-002 시방서참고 R/TRUNK
600T/BAR  2번작업","6/24 P5야
1차작업분",CARBON,2,14550,2,114.51,2020-06-25 06:33
1022,4798,P5,2020-06-25,야간,200610-19197-038,,"03,04",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/67(시) S/N:001 67T
1567*450*295","6/22 P5야
미작업분",CARBON,1,4350,1,34.24,2020-06-25 06:33
1023,4799,P5,2020-06-25,야간,200610-19197-038,002,"03,04",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:002
1550*450*245","6/22 P5야
미작업분",CARBON,1,3520,1,27.7,2020-06-25 06:33
1024,4839,P5,2020-06-26,야간,200610-19197-149,"001,002","02,03",가열로3호기,"1883.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002  300T SLAB사용.
1554*450*245","6/23 P5주
절단완료",CARBON,2,3550,2,160.54,2020-06-26 06:20
1025,4838,P5,2020-06-26,야간,200610-19197-041,"001,002","02,03",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1550*450*245","6/22 P5야
미작업분",CARBON,2,3520,2,159.18,2020-06-26 06:20
1026,4837,P5,2020-06-26,야간,200610-19197-040,"001,002","02,03",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1550*450*245","6/22 P5야
미작업분",CARBON,2,3520,2,159.18,2020-06-26 06:20
1027,4836,P5,2020-06-26,야간,200610-19197-039,"001,002","02,03",가열로3호기,"1878.00 X 965.00 X 175.00
",TWS355,"20/20/20 S/N:001-002
1550*450*245","6/22 P5야
미작업분",CARBON,2,3520,2,159.18,2020-06-26 06:20
1028,4933,P5,2020-06-30,야간,200105-19180-470,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1029,4932,P5,2020-06-30,야간,200105-19180-469,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1030,4931,P5,2020-06-30,야간,200105-19180-468,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1031,4930,P5,2020-06-30,야간,200105-19180-467,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1032,4929,P5,2020-06-30,야간,200105-19180-466,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1033,4927,P5,2020-06-30,야간,200105-19180-464,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1034,4926,P5,2020-06-30,야간,200105-19180-463,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1035,4928,P5,2020-06-30,야간,200105-19180-465,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,33.84,2020-06-29 15:32
1036,4973,P5,2020-07-01,야간,200105-19180-468,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1037,4972,P5,2020-07-01,야간,200105-19180-467,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1038,4970,P5,2020-07-01,야간,200105-19180-465,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1039,4968,P5,2020-07-01,야간,200105-19180-463,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1040,4969,P5,2020-07-01,야간,200105-19180-464,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1041,4975,P5,2020-07-01,야간,200105-19180-470,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1042,4974,P5,2020-07-01,야간,200105-19180-469,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1043,4971,P5,2020-07-01,야간,200105-19180-466,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","6/30 P5야
COGBAR",ALLOY,1,9554,1,112.41,2020-06-29 22:42
1044,5027,P5,2020-07-02,야간,200105-19180-469,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1045,5021,P5,2020-07-02,야간,200105-19180-463,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1046,5022,P5,2020-07-02,야간,200105-19180-464,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1047,5023,P5,2020-07-02,야간,200105-19180-465,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1048,5024,P5,2020-07-02,야간,200105-19180-466,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1049,5025,P5,2020-07-02,야간,200105-19180-467,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1050,5026,P5,2020-07-02,야간,200105-19180-468,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1051,5028,P5,2020-07-02,야간,200105-19180-470,001,"02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,15.8,2020-07-01 20:17
1052,5069,P5,2020-07-03,야간,200616-15226-007,001,"03,05",가열로3호기,"1280.00 X 1100.00 X 2030.00
",TW 266MGr2,"60/60/150 S/N:001
1340 X 1040 X 2180  펀치작업","1000 R/B
히트확인",CARBON,1,10800,1,79.7,2020-07-02 05:41
1053,5068,P5,2020-07-03,야간,200702-19226-002,"001,002,003,004,005,006","03,05",가열로3호기,"4550.00 X 3750.00 X 175.00
",TWS355,"30/30/25 S/N:001-006
1761*500*505  단조비 확보할것.","400T
SLAB",CARBON,6,9410,6,69.44,2020-07-02 05:41
1054,5128,P5,2020-07-07,주간,200204-19180-735,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1055,5127,P5,2020-07-07,주간,200204-19180-734,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1056,5125,P5,2020-07-07,주간,200204-19180-732,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1057,5126,P5,2020-07-07,주간,200204-19180-733,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1058,5129,P5,2020-07-07,주간,200204-19180-736,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1059,5124,P5,2020-07-07,주간,200204-19180-731,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,116.8,2020-07-03 05:05
1060,5130,P5,2020-07-07,주간,191226-19180-006,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.5MW M/SHAFT COGGING
별도 시방서참고","INGOT
열괴",ALLOY,1,19350,1,154.8,2020-07-03 05:05
1061,5163,P5,2020-07-08,주간,200204-19180-737,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1062,5164,P5,2020-07-08,주간,200204-19180-738,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1063,5165,P5,2020-07-08,주간,200204-19180-739,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1064,5166,P5,2020-07-08,주간,200204-19180-740,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1065,5167,P5,2020-07-08,주간,200204-19180-741,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1066,5168,P5,2020-07-08,주간,200204-19180-742,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1067,5169,P5,2020-07-08,주간,200204-19180-743,001,"02,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,47.94,2020-07-07 14:50
1068,5219,P5,2020-07-09,주간,200204-19180-741,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/8 P5주
COGBAR",ALLOY,1,13480,1,46.93,2020-07-08 16:40
1069,5220,P5,2020-07-09,주간,200204-19180-742,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/8 P5주
COGBAR",ALLOY,1,13480,1,46.93,2020-07-08 16:40
1070,5218,P5,2020-07-09,주간,200204-19180-740,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/8 P5주
COGBAR",ALLOY,1,13480,1,46.93,2020-07-08 16:40
